"runId","taskId","suite","variant","repeat","orderIndex","passed","failureReason","termination","runEndSeq","failedAssertions","modelErrorResponseSeqs","toolErrorSeqs","journalPath","resultPath","publicOutputPath","acceptanceOutputPath"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","context","1","36","false","tool_limit","tool_limit","109","[]","[]","[]","attempts/h04-issue-refactor-context-1/journal.jsonl","attempts/h04-issue-refactor-context-1/result.json","attempts/h04-issue-refactor-context-1/public-output.txt","attempts/h04-issue-refactor-context-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","optimizer","1","37","false","tool_limit","tool_limit","99","[]","[]","[]","attempts/h04-issue-refactor-optimizer-1/journal.jsonl","attempts/h04-issue-refactor-optimizer-1/result.json","attempts/h04-issue-refactor-optimizer-1/public-output.txt","attempts/h04-issue-refactor-optimizer-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","full","1","38","false","tool_limit","tool_limit","111","[]","[]","[]","attempts/h04-issue-refactor-full-1/journal.jsonl","attempts/h04-issue-refactor-full-1/result.json","attempts/h04-issue-refactor-full-1/public-output.txt","attempts/h04-issue-refactor-full-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","baseline","1","39","false","tool_limit","tool_limit","93","[]","[]","[]","attempts/h04-issue-refactor-baseline-1/journal.jsonl","attempts/h04-issue-refactor-baseline-1/result.json","attempts/h04-issue-refactor-baseline-1/public-output.txt","attempts/h04-issue-refactor-baseline-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","optimizer","1","40","false","acceptance_test","completed","56","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m01-report-optimizer-1/journal.jsonl","attempts/m01-report-optimizer-1/result.json","attempts/m01-report-optimizer-1/public-output.txt","attempts/m01-report-optimizer-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","full","1","41","false","acceptance_test","completed","53","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m01-report-full-1/journal.jsonl","attempts/m01-report-full-1/result.json","attempts/m01-report-full-1/public-output.txt","attempts/m01-report-full-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","baseline","1","42","false","acceptance_test","completed","68","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m01-report-baseline-1/journal.jsonl","attempts/m01-report-baseline-1/result.json","attempts/m01-report-baseline-1/public-output.txt","attempts/m01-report-baseline-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","context","1","43","false","acceptance_test","completed","61","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[{""startSeq"":47,""endSeq"":48,""errorCode"":""permission_denied""}]","attempts/m01-report-context-1/journal.jsonl","attempts/m01-report-context-1/result.json","attempts/m01-report-context-1/public-output.txt","attempts/m01-report-context-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m02-options","S","context","1","46","false","acceptance_test","completed","56","[{""suite"":""acceptance"",""name"":""invalid overrides and values use specified errors"",""testId"":4,""message"":""The error is expected to be an instance of \""RangeError\"". Received \""TypeError\""\n\nError message:\n\nprecision must be an integer"",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m02-options-context-1/journal.jsonl","attempts/m02-options-context-1/result.json","attempts/m02-options-context-1/public-output.txt","attempts/m02-options-context-1/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h01-config-pipeline","H","full","2","72","false","tool_limit","tool_limit","130","[]","[]","[{""startSeq"":99,""endSeq"":100,""errorCode"":""permission_denied""}]","attempts/h01-config-pipeline-full-2/journal.jsonl","attempts/h01-config-pipeline-full-2/result.json","attempts/h01-config-pipeline-full-2/public-output.txt","attempts/h01-config-pipeline-full-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h01-config-pipeline","H","baseline","2","73","false","tool_limit","tool_limit","129","[]","[]","[{""startSeq"":65,""endSeq"":66,""errorCode"":""permission_denied""},{""startSeq"":72,""endSeq"":73,""errorCode"":""permission_denied""},{""startSeq"":93,""endSeq"":94,""errorCode"":""permission_denied""},{""startSeq"":100,""endSeq"":101,""errorCode"":""permission_denied""}]","attempts/h01-config-pipeline-baseline-2/journal.jsonl","attempts/h01-config-pipeline-baseline-2/result.json","attempts/h01-config-pipeline-baseline-2/public-output.txt","attempts/h01-config-pipeline-baseline-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h01-config-pipeline","H","context","2","74","false","tool_limit","tool_limit","118","[]","[]","[{""startSeq"":61,""endSeq"":62,""errorCode"":""permission_denied""},{""startSeq"":68,""endSeq"":69,""errorCode"":""permission_denied""},{""startSeq"":85,""endSeq"":86,""errorCode"":""permission_denied""}]","attempts/h01-config-pipeline-context-2/journal.jsonl","attempts/h01-config-pipeline-context-2/result.json","attempts/h01-config-pipeline-context-2/public-output.txt","attempts/h01-config-pipeline-context-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h01-config-pipeline","H","optimizer","2","75","false","tool_limit","tool_limit","135","[]","[]","[{""startSeq"":105,""endSeq"":106,""errorCode"":""permission_denied""}]","attempts/h01-config-pipeline-optimizer-2/journal.jsonl","attempts/h01-config-pipeline-optimizer-2/result.json","attempts/h01-config-pipeline-optimizer-2/public-output.txt","attempts/h01-config-pipeline-optimizer-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h02-chunk-parser","H","baseline","2","76","false","tool_limit","tool_limit","123","[]","[]","[]","attempts/h02-chunk-parser-baseline-2/journal.jsonl","attempts/h02-chunk-parser-baseline-2/result.json","attempts/h02-chunk-parser-baseline-2/public-output.txt","attempts/h02-chunk-parser-baseline-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h02-chunk-parser","H","context","2","77","false","model_error","model_error","53","[{""suite"":""public"",""name"":""CRLF split across chunks ends one record"",""testId"":3,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'a',\n      'one'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'b',\n      'two'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""public"",""name"":""doubled quotes unescape across chunks"",""testId"":4,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""every two-way chunk split matches whole input"",""testId"":1,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""quoted CRLF is preserved and outside CRLF is a delimiter"",""testId"":2,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'x',\n      'line\\r\\nnext'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'y',\n      'z'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""doubled quotes spanning chunks become one quote"",""testId"":3,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""open quote and bare CR have distinct errors"",""testId"":6,""message"":""Missing expected exception."",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""both consumers preserve quoted contents and count the same rows"",""testId"":7,""message"":""COLUMN_COUNT"",""code"":""ERR_TEST_FAILURE""}]","[52]","[]","attempts/h02-chunk-parser-context-2/journal.jsonl","attempts/h02-chunk-parser-context-2/result.json","attempts/h02-chunk-parser-context-2/public-output.txt","attempts/h02-chunk-parser-context-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h02-chunk-parser","H","optimizer","2","78","false","model_error","model_error","61","[{""suite"":""public"",""name"":""CRLF split across chunks ends one record"",""testId"":3,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'a',\n      'one'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'b',\n      'two'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""public"",""name"":""doubled quotes unescape across chunks"",""testId"":4,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""every two-way chunk split matches whole input"",""testId"":1,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""quoted CRLF is preserved and outside CRLF is a delimiter"",""testId"":2,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'x',\n      'line\\r\\nnext'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'y',\n      'z'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""doubled quotes spanning chunks become one quote"",""testId"":3,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""open quote and bare CR have distinct errors"",""testId"":6,""message"":""Missing expected exception."",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""both consumers preserve quoted contents and count the same rows"",""testId"":7,""message"":""COLUMN_COUNT"",""code"":""ERR_TEST_FAILURE""}]","[60]","[]","attempts/h02-chunk-parser-optimizer-2/journal.jsonl","attempts/h02-chunk-parser-optimizer-2/result.json","attempts/h02-chunk-parser-optimizer-2/public-output.txt","attempts/h02-chunk-parser-optimizer-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h02-chunk-parser","H","full","2","79","false","model_error","model_error","61","[{""suite"":""public"",""name"":""CRLF split across chunks ends one record"",""testId"":3,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'a',\n      'one'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'b',\n      'two'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""public"",""name"":""doubled quotes unescape across chunks"",""testId"":4,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""every two-way chunk split matches whole input"",""testId"":1,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""quoted CRLF is preserved and outside CRLF is a delimiter"",""testId"":2,""message"":""Expected values to be strictly deep-equal:\n+ actual - expected\n\n  [\n    [\n      'x',\n      'line\\r\\nnext'\n    ],\n    [\n+     ''\n+   ],\n+   [\n      'y',\n      'z'\n    ]\n  ]\n"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""doubled quotes spanning chunks become one quote"",""testId"":3,""message"":""INVALID_QUOTE"",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""open quote and bare CR have distinct errors"",""testId"":6,""message"":""Missing expected exception."",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""both consumers preserve quoted contents and count the same rows"",""testId"":7,""message"":""COLUMN_COUNT"",""code"":""ERR_TEST_FAILURE""}]","[60]","[]","attempts/h02-chunk-parser-full-2/journal.jsonl","attempts/h02-chunk-parser-full-2/result.json","attempts/h02-chunk-parser-full-2/public-output.txt","attempts/h02-chunk-parser-full-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","optimizer","2","84","false","tool_limit","tool_limit","105","[]","[]","[]","attempts/h04-issue-refactor-optimizer-2/journal.jsonl","attempts/h04-issue-refactor-optimizer-2/result.json","attempts/h04-issue-refactor-optimizer-2/public-output.txt","attempts/h04-issue-refactor-optimizer-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","full","2","85","false","tool_limit","tool_limit","111","[]","[]","[]","attempts/h04-issue-refactor-full-2/journal.jsonl","attempts/h04-issue-refactor-full-2/result.json","attempts/h04-issue-refactor-full-2/public-output.txt","attempts/h04-issue-refactor-full-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","baseline","2","86","false","tool_limit","tool_limit","109","[]","[]","[]","attempts/h04-issue-refactor-baseline-2/journal.jsonl","attempts/h04-issue-refactor-baseline-2/result.json","attempts/h04-issue-refactor-baseline-2/public-output.txt","attempts/h04-issue-refactor-baseline-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h04-issue-refactor","H","context","2","87","false","tool_limit","tool_limit","93","[]","[]","[]","attempts/h04-issue-refactor-context-2/journal.jsonl","attempts/h04-issue-refactor-context-2/result.json","attempts/h04-issue-refactor-context-2/public-output.txt","attempts/h04-issue-refactor-context-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","full","2","88","false","acceptance_test","completed","77","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[{""startSeq"":49,""endSeq"":50,""errorCode"":""permission_denied""}]","attempts/m01-report-full-2/journal.jsonl","attempts/m01-report-full-2/result.json","attempts/m01-report-full-2/public-output.txt","attempts/m01-report-full-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","baseline","2","89","false","acceptance_test","completed","54","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m01-report-baseline-2/journal.jsonl","attempts/m01-report-baseline-2/result.json","attempts/m01-report-baseline-2/public-output.txt","attempts/m01-report-baseline-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","context","2","90","false","acceptance_test","completed","75","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[]","attempts/m01-report-context-2/journal.jsonl","attempts/m01-report-context-2/result.json","attempts/m01-report-context-2/public-output.txt","attempts/m01-report-context-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","m01-report","S","optimizer","2","91","false","acceptance_test","completed","56","[{""suite"":""acceptance"",""name"":""overflow in row and aggregate is rejected"",""testId"":4,""message"":""Missing expected exception (RangeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[{""startSeq"":49,""endSeq"":50,""errorCode"":""permission_denied""}]","attempts/m01-report-optimizer-2/journal.jsonl","attempts/m01-report-optimizer-2/result.json","attempts/m01-report-optimizer-2/public-output.txt","attempts/m01-report-optimizer-2/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h01-config-pipeline","H","baseline","3","120","false","tool_limit","tool_limit","121","[]","[]","[{""startSeq"":61,""endSeq"":62,""errorCode"":""permission_denied""},{""startSeq"":68,""endSeq"":69,""errorCode"":""permission_denied""},{""startSeq"":99,""endSeq"":100,""errorCode"":""permission_denied""}]","attempts/h01-config-pipeline-baseline-3/journal.jsonl","attempts/h01-config-pipeline-baseline-3/result.json","attempts/h01-config-pipeline-baseline-3/public-output.txt","attempts/h01-config-pipeline-baseline-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h01-config-pipeline","H","context","3","121","false","tool_limit","tool_limit","118","[]","[]","[{""startSeq"":61,""endSeq"":62,""errorCode"":""permission_denied""},{""startSeq"":68,""endSeq"":69,""errorCode"":""permission_denied""}]","attempts/h01-config-pipeline-context-3/journal.jsonl","attempts/h01-config-pipeline-context-3/result.json","attempts/h01-config-pipeline-context-3/public-output.txt","attempts/h01-config-pipeline-context-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h01-config-pipeline","H","optimizer","3","122","false","tool_limit","tool_limit","143","[{""suite"":""acceptance"",""name"":""invalid recognized env values throw TypeError"",""testId"":5,""message"":""Missing expected exception (TypeError)."",""code"":""ERR_TEST_FAILURE""},{""suite"":""acceptance"",""name"":""invalid layer objects and invalid final fields fail"",""testId"":10,""message"":""Missing expected exception (TypeError)."",""code"":""ERR_TEST_FAILURE""}]","[]","[{""startSeq"":71,""endSeq"":72,""errorCode"":""permission_denied""},{""startSeq"":78,""endSeq"":79,""errorCode"":""edit_no_match""},{""startSeq"":113,""endSeq"":114,""errorCode"":""permission_denied""},{""startSeq"":120,""endSeq"":121,""errorCode"":""permission_denied""},{""startSeq"":127,""endSeq"":128,""errorCode"":""permission_denied""}]","attempts/h01-config-pipeline-optimizer-3/journal.jsonl","attempts/h01-config-pipeline-optimizer-3/result.json","attempts/h01-config-pipeline-optimizer-3/public-output.txt","attempts/h01-config-pipeline-optimizer-3/acceptance-output.txt"
"2026-09-24T15-18-52-983Z-c2434904-189f-4143-891b-f516dc9b67e3","h01-config-pipeline","H","full","3","123","false","tool_limit","tool_limit","126","[]","[]","[]","attempts/h01-config-pipeline-full-3/journal.jsonl","attempts/h01-config-pipeline-full-3/result.json","attempts/h01-config-pipeline-full-3/public-output.txt","attempts/h01-config-pipeline-full-3/acceptance-output.txt"
